;country;crop_name;crop_id;uncertainty_indicator;odds_ratio_days_heatwave;odds_ratio_days_coldwave;odds_ratio_days_drought;odds_ratio_days_flood;odds_ratio_exp_area_heatwaves;odds_ratio_exp_area_coldwaves;odds_ratio_exp_area_droughts;odds_ratio_exp_area_floods;max_likelihood_pseudo_R2;Wald_Test_p_val_days_heatwave;Wald_Test_p_val_days_coldwave;Wald_Test_p_val_days_drought;Wald_Test_p_val_days_flood;Wald_Test_p_val_exp_area_heatwaves;Wald_Test_p_val_exp_area_coldwaves;Wald_Test_p_val_exp_area_droughts;Wald_Test_p_val_exp_area_floods
47;HR;Rye;C1200;0.239;1.01776874009404;0.992940340333322;0.998259127715467;1.14505752288869;0.790970392266334;1.21941020747363;1.31759065463726;1.10442104411736;0.419703900791084;0.258651679477002;0.63860832562162;0.801112586828564;0.0799576119123598;0.47110671590511;0.546498577399138;0.481719967738857;0.7137985789167
266;ES;Sunflower seed;I1120;0.934972777345745;0.9972127066067;0.893405654834226;1.01909206577875;1.1463777076722;0.685739855076066;7.49384796481889;0.524589070361596;0.586461036194666;0.416125788896422;0.864573256253354;0.123082531399549;0.0375724708221468;0.365841308087072;0.34174781446274;0.123710365273307;0.262682602499858;0.209536914476549
78;CZ;Green plants fodder;G0000;0.109;0.967484638806445;0.991895120567341;1.00772386783114;0.988770198942302;2.5020441110547;1.10215963519437;0.855874049828163;1.04993510810394;0.412406296858436;0.146961944084492;0.5983283405299;0.145679423974026;0.382746882141573;0.0376502832371252;0.769603676553333;0.572445790919974;0.815271296617555
2;AT;Rye;C1200;0.239;0.985690405923631;0.958786888545842;1.01107007724978;1.01556314097108;1.47387848396647;4.06406374321906;0.573545783518486;0.84785663304491;0.411355667468396;0.609823282592428;0.0349918234169855;0.415777546799395;0.945129628257138;0.459128584190267;0.00193245822772741;0.427252595978899;0.68099346350891
5;AT;Maize;C1500;0.239;1.0253954863237;0.987840218773915;0.97813636871396;1.13627448302426;0.914698811687374;1.14306288882151;4.903379029097;0.813302532317069;0.410258220953966;0.350306096526541;0.601536871684409;0.264025613729485;0.618511797203554;0.857776259410593;0.792641563450887;0.122389761032095;0.640809332322081
35;BG;Maize;C1500;0.239;0.961586552636549;1.01074577521841;1.00882271264511;0.987538233239892;3.31403843417884;0.944959757932957;0.875702399658745;1.23850189194611;0.407903296882945;0.220752746839711;0.707799409385238;0.423704350940354;0.504303474758931;0.0488458069058312;0.918681561614571;0.799662517852613;0.458644234417969
114;FR;Roots & tubers;R0000;0.152;0.868036612732467;0.988714588376734;1.0008941660046;1.40946827451121;15.0611952077768;1.28465647520763;1.02049091478724;0.754476560689773;0.40061920728211;0.115348673965391;0.692440012109083;0.855566097039521;0.110269640728902;0.0498721934971993;0.689996553265792;0.959668010974928;0.611066843252614
228;RO;Rye;C1200;0.457;0.930918896067836;1.00095661056155;1.02109028618798;0.999518481517476;4.3415438014963;1.37834036925347;0.428533782732579;1.00853071403474;0.39930148261126;0.00313114036726724;0.962423737225998;0.0676283695454167;0.976084170535364;0.00794876856645909;0.483100621102252;0.264093411592827;0.967469525363798
206;PL;Potatoes;R1000;0.433252065690946;1.08664222981708;0.981301497715791;0.993019113421726;1.8610554719154;0.360508240656826;1.34934068745981;1.47908717349943;0.451690587141908;0.399215043845817;0.0395041141551888;0.357806507463669;0.534117912716681;0.0193766934887047;0.134299831138394;0.546367149733832;0.552365921267935;0.177843379175093
251;SK;Hops;I4000;0.109;0.978654207194364;1.008451778027;1.0070177830863;0.952994553267179;2.33542144827099;0.922034453222624;0.758461216059089;1.07383833494104;0.398405677484183;0.249218583356639;0.624920750270335;0.44596588206387;0.217089850544431;0.0148996137749716;0.814322832559143;0.552220660396222;0.759325675083628
209;PL;Soy beans;I1130;0.196385581577039;1.04158741550843;1.01262545791111;1.01260151988317;0.967313296223558;0.753984121599749;0.792694706328466;0.663307460194536;1.33733106213638;0.398357001209276;0.313449954841077;0.543399440284315;0.230884892032775;0.872508240041178;0.666926368830527;0.62692691445355;0.509119196670686;0.577679561477206
