country;crop;crop_id;type;Scarecity;activity;pb;r.squared;zero_counter
AT;C1500;Maize;floods;0.2;AT_p084;0.510150642543076;0.197792031687739;0.0588235294117647
AT;C1500;Maize;floods;0.2;AT_p085;0.985220105320535;0.04844243616274;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p086;0.301804252603411;0.255244561145183;0.852941176470588
AT;C1500;Maize;floods;0.2;AT_p087;0.430487356106694;0.218143867829292;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p088;0.135915829988488;0.323058828057821;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p089;0.254831235472849;0.271079935467449;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p090;0.505184365887055;0.199026391495643;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p091;0.405801091212542;0.224760245518504;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p092;0.41506605369076;0.222255757412021;0.735294117647059
AT;C1500;Maize;floods;0.2;AT_p093;0.502150330390108;0.199782304989709;0.5
AT;C1500;Maize;floods;0.2;AT_p094;0.27678681301921;0.263466070324908;0.941176470588235
AT;C1500;Maize;floods;0.2;AT_p096;0.76401627142828;0.135501507284269;0.0588235294117647
AT;C1500;Maize;floods;0.2;AT_p099;0.992456531118;0.038962728576619;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p101;0.688833972885837;0.154412625240053;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p102;0.205419735559355;0.289978858317698;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p104;0.0251784588866021;0.431522456288652;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p106;0.179130841455594;0.301358597119168;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p107;0.0372303763834822;0.409173485473358;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p108;0.984844423567736;0.0488441224244551;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p109;0.712704609901772;0.148526046905436;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p110;0.000214675465171485;0.629874225868575;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p115;0.00117223774794217;0.571211801281845;0.0294117647058824
AT;C1500;Maize;floods;0.2;AT_p118;0.957125217979386;0.0695351287185395;0.352941176470588
AT;C1700;Sorghum;floods;0.2;AT_p002;0.817624501186043;0.12099200263023;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p003;0.786587834935923;0.12953695771035;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p004;0.196887973078542;0.293552171456375;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p005;0.787670038585356;0.129246277372362;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p006;0.639997584874051;0.166268381095118;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p007;0.239346048189714;0.276712599699926;0.470588235294118
AT;C1700;Sorghum;floods;0.2;AT_p008;0.167288400813881;0.306881224677422;0.705882352941177
AT;C1700;Sorghum;floods;0.2;AT_p009;0.873890942487331;0.103932881340175;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p010;0.544856317860153;0.189254766157256;0.0588235294117647
AT;C1700;Sorghum;floods;0.2;AT_p016;0.753780592135688;0.138151692865275;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p018;0.956449697777705;0.0699193262542176;0.117647058823529
AT;C1700;Sorghum;floods;0.2;AT_p019;0.49435045632543;0.201732221867215;0.147058823529412
AT;C1700;Sorghum;floods;0.2;AT_p020;0.218147430670701;0.284836640637123;0.205882352941176
AT;C1700;Sorghum;floods;0.2;AT_p021;0.976296598889764;0.0566938814197106;0.0882352941176471
AT;C1700;Sorghum;floods;0.2;AT_p023;0.997845768664478;0.0263244456340248;0.0882352941176471
AT;C1700;Sorghum;floods;0.2;AT_p024;0.904540733935548;0.0932213001634406;0.0588235294117647
AT;C1700;Sorghum;floods;0.2;AT_p030;0.33938033083424;0.24363851462324;0.147058823529412
AT;C1700;Sorghum;floods;0.2;AT_p031;0.952601253993023;0.0720467880209096;0.147058823529412
AT;C1700;Sorghum;floods;0.2;AT_p032;0.767915251993105;0.134483650334522;0.0588235294117647
AT;C1700;Sorghum;floods;0.2;AT_p033;0.970669385523643;0.0609506159287505;0.0588235294117647
AT;C1700;Sorghum;floods;0.2;AT_p040;0.514498430450993;0.196714294790277;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p043;0.862906516358615;0.107477299302077;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p044;0.168427904558282;0.306337645756173;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p048;0.595196023031182;0.177059791691248;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p055;0.999486814489879;0.0170424147645753;0.176470588235294
AT;C1700;Sorghum;floods;0.2;AT_p059;0.326689431756833;0.247469770352421;0.176470588235294
AT;C1700;Sorghum;floods;0.2;AT_p061;0.96907824678947;0.062064806020183;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p062;0.623840845114693;0.170161823772794;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p065;0.465735694754963;0.20897760126891;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p066;0.99775275472214;0.026669000032286;0.0294117647058824
AT;C1700;Sorghum;floods;0.2;AT_p067;0.712116558758714;0.148672100218955;0.205882352941176
AT;C1700;Sorghum;floods;0.2;AT_p069;0.883804022013646;0.100615145108313;0.0294117647058824
