"","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"RoW_p031",0,0.0311808076427951,0.0326598278394187,0.0731297222424127,0.0257670429702977,-0.00776183955275349,0.00203367940772847,0.0524926021046741,0.0521365104664436,0.0975941991137237,0.0840200970889006,-0.00295534652741963,0.061774238020075,0.127541907407743,0.031203610806034,0.00331354505054522,0.0911435589130817,0.0396370026902862,0.0457837055307892,0.0453211289071549,0.0318048145657903,0.0456607306963962,0.0529434929852875,0.0863331807182238,0.00692271397000564,0.0600955644799773,0.0243036340110894,0.0267121009636645,0.0449235886092344,0.0121514890891827,0.0115778481309774,0.0224143550315195,0.0119531463580865,0.0203798236770185
"RoW_p032",0,0.0365032467314045,0.0238692642254697,-0.00993469402013058,0.0560974048099737,0.0691880531939565,0.0388870280652692,0.030109651685799,0.0533445080257551,0.106702624116431,0.0329131972291627,-0.00380562605888989,0.127589393651839,0.0704998767932945,0.0475363882894274,0.0488577564462893,0.0219486899802333,0.0830192783329923,0.0906809926021967,0.0787673708751386,0.0527618622558414,0.0731763352032535,0.0159577239291138,-0.0148426166774562,0.0819926770614731,0.0703349772739977,-0.0251255479110485,0.0365666724745673,0.0500634005452096,0.0276488998145882,0.0366277665399226,0.0259369576055873,0.0261795897210618,0.0160836345784728
"RoW_p033",0,0.0298707899867919,0.0229402902424462,0.00548679788447305,0.0313939597967495,0.0037503441006069,0.0340126315036511,0.0822915177894986,0.0527924934495118,0.0661131347053791,0.0715534355621236,0.0362380769661499,0.0516129531398731,0.090024965071658,0.150870251313682,0.0557833165532177,0.0351532200707021,0.0324434319862501,-0.00861435073528968,0.0361302314261302,0.0437606097104645,0.0348055906372109,0.0412663639343228,0.0139851804278477,0.0246150662730463,0.0280720500334111,0.033767431500984,0.0220582520409508,0.0266461674509191,0.031083476769669,0.0172230931939188,0.018931117944578,0.0165126211185078,0.0238728512730642
"RoW_p034",0,0.0847415276186292,-0.00578988246485989,0.146516802109242,-0.00153852843164518,0.0731811432480041,0.00908499051850139,0.00686330837017768,0.00415402443797538,0.0833485455849616,0.0437864404859369,0.0949219393361957,-0.0757188279923924,0.0886581619839504,-0.0454511468504621,-0.0101729185956965,0.0295645992907784,-0.00965630342880536,0.0862949135383015,0.0377866624508576,0.0506393649983908,-0.0537105259778601,0.033872704812854,0.00916307371499595,0.0591203297743653,0.0644851328835129,-0.0135853567803094,0.050095119772828,0.0316705988230552,0.013910726640567,0.00905224518644338,0.0334081974197569,0.0431060689137676,0.0365826588147248
"RoW_p035",0,0.0566546864731987,0.007978103212981,0.0362797874574659,0.0492657320260546,0.127955740107435,-0.0230508557586503,0.0555716202755495,0.052500422441322,0.0558825366276022,0.0364948065077091,0.0737681481574433,0.0312213188956906,0.111913561958973,0.0823181459258795,0.0545059123704637,0.0519215035409602,-0.00588596918792504,0.021030542321031,-0.0196981813938465,0.13808953919573,0.276590409041752,0.0655179862602966,-0.00414788763535697,-0.175327517260749,0.0262521428339749,0.00651468156240882,0.0372338808756191,0.0125707124010161,0.0920300303396271,-0.000558150600320406,0.0361845385625071,0.114836175805626,0.0370779010434365
"RoW_p036",0,0.0977075959161168,0.0386919545991984,0.00382787995316063,0.0676279844088585,-0.00325786536582526,0.00237174894236518,0.0496510892562262,0.000498815638173884,0.0993695946130492,0.0859667373604888,0.0245140013087304,-0.0150075088938834,0.0388181994832636,0.103633192522659,-0.0149634545071624,-0.0211578996002683,0.0855989380049311,0.0142012827932388,0.0411531308854704,0.0844578429237183,0.460333354631049,0.0712867090132893,0.0392440327759204,0.0225310826731864,0.0517424174288524,0.0377473553428395,0.052020237588761,-0.00474762704384665,0.0921064492501728,0.0278923787982987,-0.0282475595149296,0.0712229948576796,0.0229001907051751
"RoW_p037",0,0.052540486672539,-0.00231849033158124,0.0285776920855634,0.0699404621128354,0.119025657015521,0.0607962203816801,0.0799055182486613,-0.0367230727253732,0.0141603159456921,0.0431341563444187,0.065482547668706,0.0451530105120927,0.189300829372978,-0.0180237853060553,0.0467673449645034,0.0196924729094697,0.0388314150421183,0.0631260353395914,0.0461056823633978,-0.0911178475435178,0.33968149264983,0.0655290782232734,0.131719218256749,0.0470134469175817,-0.0862761391954547,0.12530890237969,-0.00343178746239722,0.026049203139848,0.020636859286364,0.0529250560066839,0.0194011307315855,0.0116051806110604,0.00214637867375224
"RoW_p038",0,0.035645771849523,0.0116076780357789,0.0118001232715738,0.044520167653814,0.0449771747749021,0.0692345556419064,0.0121054281129895,0.0314183495481827,0.011522588481589,-0.00972528777832593,0.108953511491562,0.00475710793251937,0.0807939798224227,-0.0257623404342744,0.0188044887373825,0.0361409577956309,0.0326667550806372,0.0588878911841601,0.0552829331705304,0.0687882960917047,0.0659049625951047,0.0481352873800428,0.044310880422952,0.0638600825403731,0.00560700353350987,0.000718046236396039,0.0283803918610681,-0.0102722766272193,0.0229891303855338,-0.0246119974508734,0.0122958201130028,0.0354404565866783,0.00633903579521543
"RoW_p039",0,0.0142023808628115,0.0191815104249586,0.0729719634820608,-0.12365803612708,0.0505311571873099,0.00551337766765355,0.0372206140176084,0.0367495058229536,0.00424660054300957,0.0326515317499171,0.0033569713280558,0.000633059341227521,-0.0182195814839569,0.0500526699695029,0.0526344230710583,-0.000851064262366075,0.0114907772522093,0.012809560895716,0.0148230049604673,0.0185815972915425,0.0375886722204204,-0.150690576182405,0.00400672277849647,0.0213161372264273,0.0216626620787749,0.0374190588729695,0.0408144682656497,0.237075760713099,0.0255854859416837,-0.0247416531891504,-0.0143397523509003,0.103660393616686,0.0425845816185823
"RoW_p040",0,-0.0656637414038377,0.0791816133562537,0.0224250596139678,-0.00266838915181778,-0.05251469519317,0.0641252345947531,0.110526713932858,0.0832639118417604,0.125406039010355,0.138723553545952,0.0122336415130349,0.0349996552244594,0.0484507433453455,-0.00738222663379926,0.00740129368140979,-0.020059954133013,0.0712050057882063,0.0707317481754154,0.0292484479981014,0.0392723759581955,0.062828844597988,0.036066319459509,0.0363439994855676,0.0374064564641601,0.0938526190656548,0.0383675921371354,0.0360468655983598,0.0116619321184934,-0.0296229016856482,0.0243991576102849,0.0159358988660953,-0.0253878859949118,0.0607494916631796
"RoW_p041",0,0.0189919914069303,0.063907940575272,0.0456146850249707,0.0277505888695299,-0.0135433995165268,0.0586595757556703,0.0828485465322373,-0.00511577288666527,0.00257418632089658,-0.0145302919639293,0.0365270483788326,-0.0188575922123384,0.143548638913494,0.0162501558387997,0.0456202047540879,0.00457209057368392,0.0246373433875042,0.0466260427723684,0.0558709139165861,0.114619801991785,0.0128418619966504,-0.0186785406337655,0.011540728139235,0.0743613671603253,0.0718976206401583,0.0526043913522485,0.0227758356675326,0.0373940790461363,0.0162141975641052,0.0118522942795513,0.0633625653489681,0.0234234519535711,-0.0015389311925824
"RoW_p042",0,0.0285032607616018,0.0337964901418773,0.0879734210766255,-0.0012744168895818,0.085749566383831,-0.0131917628427629,0.196371398665525,0.0431453256876151,0.0608443426077084,0.0346785055493206,0.0138432870178586,0.127162349387935,0.0394764120893714,0.0946240935451294,0.0392757858281332,-0.00555645944719834,-0.00705864896100449,-0.00876151548148871,-0.0116295136085648,0.0246308140061265,0.0273637950596842,0.0252610258874239,0.0221053375425468,0.041188056722486,-0.0352579355907212,0.0232391051244578,0.012247367839788,-0.0129480837197101,0.0898775022659053,0.027934471804894,0.00967957001936518,0.0563800038967414,0.023010706271088
"RoW_p043",0,0.0416464352527783,0.0109880198681366,-0.0555695948727099,0.0217893221874468,-0.0361435328721837,-0.0860063040603755,0.0091262783932846,0.0229184166636937,0.0665724251523284,-0.0166858136822606,0.037642668386485,-0.0208565898569178,0.0514518562229261,0.0786222628770038,-0.0111171024220999,0.0480314628367813,0.0660314589592005,0.0380588996225547,0.0644060953947419,0.020780737515399,0.0140161831904325,0.0187425371942662,0.024279054762126,0.0017531025546991,0.0445158105804509,0.080415074876978,0.0667104551181736,0.0126159173463579,0.0370168636534633,-0.054640485380591,0.050630435293084,0.0372071073629193,0.0354232702338269
"RoW_p044",0,-0.00516201272836347,-0.00930043826769479,0.0242663726342028,0.014542981277424,0.0429794006170375,0.064711062133855,0.0640655777157738,0.0794084539494799,0.0485787109526095,0.0678592398573535,0.0191060390130494,0.0309998869591259,0.0378058415610274,0.0549467836963688,0.0482125524671762,0.0502620613363807,0.0649162247714734,0.0301288677412613,0.0466425047697118,0.0378759023793367,0.0311176215604054,0.0387169210116468,0.0276275050227955,0.0295437724228124,0.0445843782686888,0.0598698382247393,0.0359748769700581,0.0316735348971363,0.0152040764569877,0.0114023521509735,0.0356415065989013,0.0252264541365673,0.0310117626321477
