"","year","country","heatwave","coldwave","drought","flood","firerisk"
"533",1993,"HU",3,63,168.640045,0,121.613766
"534",1994,"HU",41,28,54.420089,0,92.027408
"535",1995,"HU",7,44,25.576176,0,53.165107
"536",1996,"HU",9,47,14.586382,0,16.332458
"537",1997,"HU",0,26,39.274646,6,58.587534
"538",1998,"HU",20,39,87.060941,0,21.112725
"539",1999,"HU",6,18,32.204681,1,28.798099
"540",2000,"HU",37,6,141.458256,6,151.060864
"541",2001,"HU",0,38,22.289865,1,34.594048
"542",2002,"HU",29,37,53.649013,2,41.555118
"543",2003,"HU",43,59,287.88756,0,134.471209
"544",2004,"HU",0,11,28.829016,2,43.826232
"545",2005,"HU",11,34,16.734322,2,33.141804
"546",2006,"HU",26,29,11.416667,21,83.02586
"547",2007,"HU",35,4,158.08316,0,122.78005
"548",2008,"HU",12,5,35.232567,0,53.080309
"549",2009,"HU",3,30,165.166785,0,92.220525
"550",2010,"HU",12,34,15.936508,2,7.905282
"551",2011,"HU",36,15,119.67019,0,108.730555
"552",2012,"HU",73,51,271.885576,0,112.32262
"553",2013,"HU",49,13,82.43194,1,83.888889
"554",2014,"HU",14,8,84.838969,9,38.491495
"555",2015,"HU",92,4,130.685528,0,72.097223
"556",2016,"HU",20,15,32.604186,0,11.830962
"557",2017,"HU",42,36,70.035679,0,55.591667
"558",2018,"HU",34,21,33.25968,0,45.104762
"559",2019,"HU",59,8,154.360797,0,61.509921
"560",2020,"HU",12,0,138.745481,0,18.012032
"561",1981,"IE",6,20,23.474908,0,24.429854
"562",1982,"IE",6,8,16.645527,0,19.498347
"563",1983,"IE",17,4,35.518771,0,36.082664
"564",1984,"IE",12,17,68.143828,0,29.122343
"565",1985,"IE",0,24,5.4375,0,11.450638
"566",1986,"IE",3,16,11.447412,0,27.90411
"567",1987,"IE",0,21,10.329193,0,15.9711856
"568",1988,"IE",3,11,13.839506,0,6.859943
"569",1989,"IE",12,4,48.833522,0,38.82239
"570",1990,"IE",10,7,46.970252,0,30.078649
"571",1991,"IE",6,5,33.223103,0,32.961974
"572",1992,"IE",0,11,8.823928,0,17.62565
"573",1993,"IE",0,12,12.221491,1,20.957723
"574",1994,"IE",0,6,5.4,0,20.170997
"575",1995,"IE",23,12,74.524349,0,58.059282
"576",1996,"IE",0,10,24.096263,0,27.792159
"577",1997,"IE",10,5,23.197917,0,17.586207
"578",1998,"IE",0,4,6.394737,0,7.522437
"579",1999,"IE",4,3,14.838428,0,19.554322
"580",2000,"IE",3,11,8.657046,0,9.557629
"581",2001,"IE",0,6,8.187845,0,13.799717
"582",2002,"IE",3,3,8.805949,10,16.252716
"583",2003,"IE",12,7,38.163314,0,48.637695
"584",2004,"IE",4,3,15.463514,0,13.207841
"585",2005,"IE",8,3,9.932361,0,17.516769
"586",2006,"IE",14,0,20.946731,0,31.17619
"587",2007,"IE",5,4,30.654587,0,14.699103
"588",2008,"IE",0,10,12.682609,0,6.820028
"589",2009,"IE",11,7,14.71195,10,16.065187
"590",2010,"IE",0,47,21.232426,0,23.986774
"591",2011,"IE",0,8,13.60701,2,3.222222
"592",2012,"IE",4,7,18.064553,0,4.046729
"593",2013,"IE",16,6,29.05436,0,28
"594",2014,"IE",5,0,12.345631,0,13.726027
"595",2015,"IE",0,7,6.215278,0,16.479452
"596",2016,"IE",8,4,9.515766,0,14.40411
"597",2017,"IE",3,4,17.327114,0,2.23741
"598",2018,"IE",23,9,38.118913,0,41.321918
"599",2019,"IE",5,5,9.802303,0,6.80137
"600",2020,"IE",7,0,51.553794,0,10
"601",1981,"IT",19,108,69.006197,0,56.600247
"602",1982,"IT",35,23,103.747507,0,70.267858
"603",1983,"IT",55,49,119.62179,0,102.5009
"604",1984,"IT",6,45,93.247151,0,61.159538
"605",1985,"IT",17,108,88.808014,1,174.865912
"606",1986,"IT",7,63,79.46523,0,103.189058
"607",1987,"IT",42,42,84.73377,0,103.7754962
"608",1988,"IT",34,53,100.05965,0,111.001602
"609",1989,"IT",0,44,94.602647,0,58.408639
"610",1990,"IT",3,56,175.680609,0,89.098324
"611",1991,"IT",31,104,101.637208,0,101.225886
"612",1992,"IT",28,29,143.947027,2,92.969166
"613",1993,"IT",31,68,164.314147,0,134.814958
"614",1994,"IT",54,37,147.709541,5,137.722406
"615",1995,"IT",13,67,107.61844,0,87.44405
"616",1996,"IT",28,55,62.794787,9,58.462642
"617",1997,"IT",19,24,238.591954,0,128.545784
"618",1998,"IT",87,53,95.966919,0,113.660196
"619",1999,"IT",59,72,108.650325,0,96.617277
"620",2000,"IT",45,40,158.246958,24,132.027299
"621",2001,"IT",28,47,135.069112,2,168.482143
"622",2002,"IT",41,48,77.097718,30,45.255182
"623",2003,"IT",195,67,340.341763,16,200.36443
"624",2004,"IT",16,21,79.078624,0,114.142635
"625",2005,"IT",33,91,68.848923,0,70.108921
"626",2006,"IT",75,57,151.918233,0,129.77511
"627",2007,"IT",67,53,142.097801,0,170.796335
"628",2008,"IT",26,18,72.058808,5,110.684281
"629",2009,"IT",24,80,71.386182,4,96.62587
"630",2010,"IT",41,54,70.395372,2,36.377889
"631",2011,"IT",58,41,159.37775,10,120.764051
"632",2012,"IT",120,103,171.213739,8,156.851902
"633",2013,"IT",53,51,74.471326,2,54.295405
"634",2014,"IT",33,21,41.234427,32,54.047602
"635",2015,"IT",157,14,107.187859,11,63.046941
"636",2016,"IT",46,46,73.63404,2,45.637921
"637",2017,"IT",158,56,273.361725,5,203.894389
"638",2018,"IT",83,26,74.816554,1,48.443801
"639",2019,"IT",123,26,91.319027,0,79.056349
"640",2020,"IT",68,22,100.597136,4,42.197622
"641",0,"LI",0,0,0,0,0
"642",1981,"LT",0,10,10.137615,0,4.327707
"643",1982,"LT",4,9,9.638202,0,19.687485
"644",1983,"LT",0,6,14.145695,0,22.905233
"645",1984,"LT",3,0,9.896839,0,3.487823
"646",1985,"LT",0,34,11.656944,0,6.428744
"647",1986,"LT",0,20,11.530806,0,16.789245
"648",1987,"LT",0,12,8.079232,0,8.0730649
"649",1988,"LT",7,6,5,0,8.427538
"650",1989,"LT",0,0,6.791469,0,11.199904
"651",1990,"LT",0,0,33.75634,0,7.737642
"652",1991,"LT",3,10,7.896552,0,14.146371
"653",1992,"LT",4,6,74.670342,0,55.901374
"654",1993,"LT",0,9,24.85226,1,7.789486
"655",1994,"LT",15,4,40.883131,0,40.546901
"656",1995,"LT",6,4,11.384434,0,22.093803
"657",1996,"LT",4,18,49.023153,0,25.059802
"658",1997,"LT",13,16,19.470857,0,26.713769
"659",1998,"LT",3,7,0,0,5.227876
"660",1999,"LT",15,3,31.438809,0,31.941162
"661",2000,"LT",0,0,27.157663,0,31.809019
"662",2001,"LT",7,5,0,0,5.115505
"663",2002,"LT",10,8,91.020948,0,47.123704
"664",2003,"LT",9,6,25.228043,0,26.435254
"665",2004,"LT",0,0,6.945289,0,5.253195
"666",2005,"LT",0,7,17.660227,0,37.594647
"667",2006,"LT",14,0,52,0,38.35327
"668",2007,"LT",9,3,23.85226,0,10.115987
"669",2008,"LT",0,3,15.946704,0,21.455751
"670",2009,"LT",6,5,18.880926,0,13.239209
"671",2010,"LT",19,22,0,0,10.196045
"672",2011,"LT",9,0,12.12969,0,14.846154
"673",2012,"LT",9,15,5,0,1.641304
"674",2013,"LT",12,9,15.774194,0,10.230769
"675",2014,"LT",17,0,15.189462,0,17.363636
"676",2015,"LT",12,8,39.54355,0,43.706294
"677",2016,"LT",10,5,24.188761,0,19.27972
"678",2017,"LT",3,8,11.373002,0,4.202797
"679",2018,"LT",22,3,65.531422,0,45.258741
"680",2019,"LT",22,3,88.647189,0,31.748252
"681",2020,"LT",16,0,48.06946,0,28.27972
"682",1981,"LU",0,6,0,0,2.672414
"683",1982,"LU",4,7,8.636364,0,12.66092
"684",1983,"LU",6,0,27.242424,0,29.643678
"685",1984,"LU",0,8,7,0,12.758621
"686",1985,"LU",0,32,0,0,20.442529
"687",1986,"LU",0,17,0,0,10.477011
"688",1987,"LU",0,20,0,0,3.7183908
"689",1988,"LU",0,10,8,0,6.833333
"690",1989,"LU",0,10,16.047619,0,25.178161
"691",1990,"LU",4,0,47.909091,0,31.913793
"692",1991,"LU",3,4,53.212121,0,51.741379
"693",1992,"LU",0,12,17.575758,0,13.850575
"694",1993,"LU",0,17,81.424242,0,30.413793
"695",1994,"LU",3,13,14.545455,0,20.022989
"696",1995,"LU",10,13,8.92,0,27.528736
"697",1996,"LU",0,16,30.393939,0,24.275862
"698",1997,"LU",3,8,31.333333,0,33.563218
"699",1998,"LU",0,28,21.848485,0,12.706897
"700",1999,"LU",0,4,12.181818,0,20.477011
"701",2000,"LU",0,0,0,0,5.764368
"702",2001,"LU",0,9,6.8,0,11.235632
"703",2002,"LU",3,24,19.909091,0,15.712644
"704",2003,"LU",14,12,79.393939,0,42.58046
"705",2004,"LU",3,3,5.409091,0,18.735632
"706",2005,"LU",7,4,23.060606,0,42.373563
"707",2006,"LU",10,14,15.606061,0,22.50575
"708",2007,"LU",0,11,30.333333,0,7.787356
"709",2008,"LU",0,0,6.939394,0,3.522989
"710",2009,"LU",0,7,9.21875,0,24.804598
"711",2010,"LU",4,30,9.333333,0,17.551724
"712",2011,"LU",3,16,106.48485,0,14.5
"713",2012,"LU",4,23,25.333333,0,2.5
"714",2013,"LU",0,9,0,0,10.666667
"715",2014,"LU",3,17,80.69697,0,18.833333
"716",2015,"LU",5,8,49.484848,0,28
"717",2016,"LU",5,16,25.454545,0,24
"718",2017,"LU",11,4,87.151515,0,12.333333
"719",2018,"LU",9,7,98.909091,0,69.166667
"720",2019,"LU",12,5,57.212121,0,38.333333
"721",2020,"LU",10,0,184.484848,0,50.833333
"722",1981,"LV",0,17,10.521739,0,3.896779
"723",1982,"LV",4,0,9.235915,0,17.070554
"724",1983,"LV",0,4,13.188867,0,18.53176
"725",1984,"LV",5,0,10.61755,0,4.696007
"726",1985,"LV",0,4,13.547914,0,8.182623
"727",1986,"LV",0,7,9.651515,0,13.044238
"728",1987,"LV",0,0,8.655378,0,8.6113884
"729",1988,"LV",13,7,6.358491,0,8.012931
"730",1989,"LV",0,9,21.815331,0,13.851407
"731",1990,"LV",0,5,35.281046,0,7.870463
"732",1991,"LV",3,19,6.45614,0,8.432396
"733",1992,"LV",8,0,69.8878,0,44.322595
"734",1993,"LV",0,7,15.590414,0,7.325318
"735",1994,"LV",11,0,30.061002,0,29.604583
"736",1995,"LV",10,9,14.378267,0,25.220508
"737",1996,"LV",3,5,57.632898,0,24.579174
"738",1997,"LV",13,0,22.138211,0,26.300136
"739",1998,"LV",3,11,5.416667,0,7.50794
"740",1999,"LV",12,9,37.377996,0,36.956443
"741",2000,"LV",0,6,26.465142,0,31.785163
"742",2001,"LV",3,3,5,0,8.695554
"743",2002,"LV",11,7,98.802832,0,49.653358
"744",2003,"LV",13,3,18.862687,0,16.901996
"745",2004,"LV",3,3,16.414487,0,5.767695
"746",2005,"LV",0,6,13.496423,0,37.411298
"747",2006,"LV",12,10,65.875817,0,44.70554
"748",2007,"LV",9,3,24.988017,0,13.641561
"749",2008,"LV",0,0,18.415033,0,21.148593
"750",2009,"LV",3,6,16.970588,0,11.099819
"751",2010,"LV",27,3,7.375,0,10.576906
"752",2011,"LV",13,3,13.87179,0,13.592105
"753",2012,"LV",7,6,5.333333,0,2.160305
"754",2013,"LV",12,0,34.577035,0,13.013158
"755",2014,"LV",17,2,11.395859,0,14.296053
"756",2015,"LV",4,1,18.363415,0,37.388158
"757",2016,"LV",13,0,20.227763,0,21.598684
"758",2017,"LV",0,7,10.444444,0,4.210526
"759",2018,"LV",27,0,66.395425,0,44.815789
"760",2019,"LV",22,3,60.24183,0,20.092105
"761",2020,"LV",16,0,23.334433,0,19.467105
"762",0,"MT",0,0,0,0,0
"763",1981,"MT",0,0,32.5,0,0
"764",1982,"MT",0,0,0,0,0
"765",1983,"MT",0,0,6,0,0
"766",1984,"MT",0,0,0,0,0
"767",1985,"MT",0,0,0,0,0
"768",1986,"MT",0,0,0,0,0
"769",1987,"MT",0,0,5,0,0
"770",1988,"MT",0,0,29.5,0,0
"771",1989,"MT",0,0,0,0,0
"772",1990,"MT",0,0,40.5,0,0
"773",1991,"MT",0,0,0,0,0
"774",1992,"MT",0,0,13,0,0
"775",1993,"MT",0,0,69,0,0
"776",1994,"MT",3,0,8,0,0
"777",1995,"MT",3,0,10,0,0
"778",1996,"MT",0,0,0,0,0
"779",1997,"MT",3,0,9,0,0
"780",1998,"MT",3,0,0,0,0
"781",1999,"MT",8,0,69,0,0
"782",2000,"MT",0,0,0,0,0
"783",2001,"MT",0,0,6,0,0
"784",2002,"MT",0,0,145.5,0,0
"785",2003,"MT",35,0,78,0,0
"786",2004,"MT",0,0,82.5,0,0
"787",2005,"MT",0,0,27,0,0
"788",2006,"MT",6,0,0,0,0
"789",2007,"MT",0,0,0,0,0
"790",2008,"MT",0,0,15,0,0
"791",2009,"MT",0,0,0,0,0
"792",2010,"MT",0,0,39,0,0
"793",2011,"MT",6,0,19,0,0
"794",2012,"MT",19,0,0,0,0
"795",2013,"MT",9,0,50,0,0
"796",2014,"MT",0,0,0,0,0
"797",2015,"MT",17,0,0,0,0
"798",2016,"MT",4,0,116.5,0,0
"799",2017,"MT",14,0,0,0,0
"800",2018,"MT",6,0,0,0,0
"801",2019,"MT",22,0,0,0,0
"802",2020,"MT",8,0,23,0,0
"803",1981,"NL",0,80,33.569746,0,53.223109
"804",1982,"NL",36,20,46.965229,0,77.620371
"805",1983,"NL",3,23,102.073409,0,170.036282
"806",1984,"NL",0,9,34.29697,0,48.816697
"807",1985,"NL",0,128,11,0,57.842121
"808",1986,"NL",3,78,80.43698,0,111.902073
"809",1987,"NL",0,65,0,0,30.68781
"810",1988,"NL",0,16,52.944444,0,26.159059
"811",1989,"NL",6,0,119.896628,0,130.379083
"812",1990,"NL",3,0,81.73417,0,128.03731
"813",1991,"NL",3,44,122.127786,0,143.385088
"814",1992,"NL",3,32,68.436353,1,104.64026
"815",1993,"NL",0,80,180.011812,2,25.082229
"816",1994,"NL",28,31,83.612921,0,99.932653
"817",1995,"NL",30,42,113.672628,0,154.445448
"818",1996,"NL",6,121,277.684027,0,117.721189
"819",1997,"NL",31,64,45.543144,0,117.722596
"820",1998,"NL",0,57,24.777232,2,17.091546
"821",1999,"NL",12,6,34.864176,0,88.514368
"822",2000,"NL",12,0,5,0,23.851543
"823",2001,"NL",21,23,23.329739,0,38.847217
"824",2002,"NL",25,42,56.384683,0,42.79268
"825",2003,"NL",41,47,332.637332,0,152.08173
"826",2004,"NL",18,6,56.755646,0,68.484029
"827",2005,"NL",6,6,30.264762,0,61.042513
"828",2006,"NL",68,0,114.117024,0,115.68523
"829",2007,"NL",4,0,141.387053,0,36.491364
"830",2008,"NL",3,16,51.157468,0,32.121658
"831",2009,"NL",3,16,73.307339,0,147.712295
"832",2010,"NL",15,86,91.907508,0,82.162749
"833",2011,"NL",0,12,271.00954,0,28.357455
"834",2012,"NL",12,58,69.627175,0,16.099122
"835",2013,"NL",7,54,77.842519,0,77.070614
"836",2014,"NL",12,0,83.216672,0,24.665789
"837",2015,"NL",16,19,63.590248,0,54.365351
"838",2016,"NL",26,39,88.547941,0,122.703508
"839",2017,"NL",8,12,110.296084,0,46.301754
"840",2018,"NL",35,16,216.381094,0,282.695175
"841",2019,"NL",53,3,150.085715,0,116.793421
"842",2020,"NL",68,0,366.538334,0,96.824562
"843",1981,"NO",0,29,21.196102,0,17.008199
"844",1982,"NO",14,13,25.86202,0,22.984085
"845",1983,"NO",8,19,23.092497,0,17.004513
"846",1984,"NO",5,14,18.231051,0,17.646285
"847",1985,"NO",9,38,26.994629,0,11.225016
"848",1986,"NO",14,29,47.765957,0,21.805918
"849",1987,"NO",6,22,21.418422,0,21.0312102
"850",1988,"NO",15,22,26.267506,0,19.836302
"851",1989,"NO",13,13,19.697131,0,19.385752
"852",1990,"NO",15,12,25.569726,0,31.609735
"853",1991,"NO",9,16,23.120462,0,17.54139
"854",1992,"NO",12,33,27.813887,0,30.111578
"855",1993,"NO",8,15,27.411561,0,19.392986
"856",1994,"NO",14,18,37.969152,0,25.34748
"857",1995,"NO",14,15,29.632408,1,20.221985
"858",1996,"NO",8,23,30.319865,0,24.772331
"859",1997,"NO",17,17,34.34803,0,35.39898
"860",1998,"NO",9,26,20.596936,0,20.996038
"861",1999,"NO",9,25,16.776996,0,21.204382
"862",2000,"NO",4,7,16.36128,0,20.855558
"863",2001,"NO",10,23,14.729126,0,15.579179
"864",2002,"NO",24,33,31.865998,0,31.950326
"865",2003,"NO",20,11,25.981784,0,20.79486
"866",2004,"NO",16,9,17.99103,0,20.672362
"867",2005,"NO",14,5,13.252274,0,14.418409
"868",2006,"NO",17,12,25.015076,0,22.11664
"869",2007,"NO",11,9,16.564439,0,19.233112
"870",2008,"NO",17,8,22.454806,0,22.215819
"871",2009,"NO",12,15,19.021863,0,20.742327
"872",2010,"NO",4,65,22.434738,0,14.869062
"873",2011,"NO",12,12,26.4187,0,10.182773
"874",2012,"NO",4,26,16.115991,0,7.901136
"875",2013,"NO",24,24,22.605367,0,15.237762
"876",2014,"NO",25,12,29.960058,0,25.494
"877",2015,"NO",12,6,16.59362,0,16.338661
"878",2016,"NO",10,16,15.218838,0,19.420579
"879",2017,"NO",9,6,11.814631,0,15.523858
"880",2018,"NO",32,10,58.666201,0,21.640974
"881",2019,"NO",18,14,25.170587,0,15.128205
"882",2020,"NO",21,0,25.046843,0,15.148851
"883",1981,"PL",22,56,86.633541,0,29.80297
"884",1982,"PL",57,46,251.02142,1,231.999349
"885",1983,"PL",0,57,164.957034,0,220.470582
"886",1984,"PL",0,62,89.865122,0,61.267572
"887",1985,"PL",15,264,0,0,21.562599
"888",1986,"PL",37,150,53.337455,0,76.739546
"889",1987,"PL",0,139,72.490325,7,49.6326403
"890",1988,"PL",0,73,72.529541,0,90.867972
"891",1989,"PL",24,25,169.575061,0,125.992952
"892",1990,"PL",3,0,190.573021,0,97.330614
"893",1991,"PL",15,105,80.246564,0,110.633564
"894",1992,"PL",62,24,319.146324,0,322.283133
"895",1993,"PL",0,148,188.198823,0,74.614158
"896",1994,"PL",108,87,264.051515,0,244.273833
"897",1995,"PL",8,67,135.297934,0,136.086314
"898",1996,"PL",26,116,83.764972,0,37.535708
"899",1997,"PL",38,68,68.747839,12,87.977987
"900",1998,"PL",20,150,51.015725,1,44.145058
"901",1999,"PL",34,34,129.852684,0,137.70831
"902",2000,"PL",42,0,199.137147,0,157.074802
"903",2001,"PL",16,39,36.278017,18,20.121621
"904",2002,"PL",58,126,235.344399,0,133.469649
"905",2003,"PL",25,102,364.965965,0,278.09324
"906",2004,"PL",3,12,120.240068,4,172.977712
"907",2005,"PL",16,30,239.798688,6,332.585073
"908",2006,"PL",124,84,248.556785,2,288.71671
"909",2007,"PL",45,32,214.250156,0,74.083655
"910",2008,"PL",6,0,155.577469,0,188.032769
"911",2009,"PL",15,73,207.696369,6,90.587282
"912",2010,"PL",80,183,52.470426,10,81.515564
"913",2011,"PL",58,57,217.23303,0,127.988032
"914",2012,"PL",91,177,202.525592,0,68.394278
"915",2013,"PL",79,41,118.693208,0,110.063842
"916",2014,"PL",81,60,140.114073,0,111.100425
"917",2015,"PL",127,38,549.174541,0,365.275979
"918",2016,"PL",67,50,159.97363,0,140.550924
"919",2017,"PL",42,34,80.605487,0,73.508028
"920",2018,"PL",113,45,511.551787,0,306.865909
"921",2019,"PL",180,25,467.188148,0,284.126579
"922",2020,"PL",79,0,338.086962,0,116.530839
"923",1981,"PT",11,3,19.556373,0,23.618161
"924",1982,"PT",3,2,20.076923,0,10.672644
"925",1983,"PT",0,13,24.297571,0,20.031264
"926",1984,"PT",0,5,9.183607,0,8.534023
"927",1985,"PT",3,12,12.918841,0,37.076322
"928",1986,"PT",3,11,20.120219,0,18.117471
"929",1987,"PT",13,8,8.666667,0,12.4875862
"930",1988,"PT",0,4,10.545732,0,24.118851
"931",1989,"PT",14,0,15.360902,0,16.618391
"932",1990,"PT",12,3,44.345118,0,19.186437
"933",1991,"PT",12,7,33.86403,0,27.995632
"934",1992,"PT",5,11,51.914002,0,10.050115
"935",1993,"PT",4,11,12.465887,0,7.003678
"936",1994,"PT",3,12,12.427912,0,13.236552
"937",1995,"PT",9,0,56.54796,0,25.492874
"938",1996,"PT",7,6,7.371134,3,21.007586
"939",1997,"PT",0,7,28.986047,0,2.853103
"940",1998,"PT",9,4,9.526448,0,12.846667
"941",1999,"PT",3,4,40.561798,0,10.697471
"942",2000,"PT",5,10,21.006615,0,21.323678
"943",2001,"PT",7,8,11.051095,2,17.493103
"944",2002,"PT",3,0,9.886889,8,8.749655
"945",2003,"PT",21,8,12.231959,4,21.114253
"946",2004,"PT",13,3,21.978355,0,29.373103
"947",2005,"PT",13,9,96.305402,0,47.196782
"948",2006,"PT",15,11,31.116168,2,21.37563
"949",2007,"PT",0,5,8.806452,0,17.587126
"950",2008,"PT",4,12,6.666667,3,11.386437
"951",2009,"PT",8,6,58.096133,0,23.628506
"952",2010,"PT",13,14,17.89819,0,27.494483
"953",2011,"PT",3,8,16.375,0,28.906667
"954",2012,"PT",7,12,75.598677,0,26.206667
"955",2013,"PT",16,3,39.57405,0,32.62
"956",2014,"PT",4,3,9.508621,0,4.837838
"957",2015,"PT",15,5,44.808266,1,17.6
"958",2016,"PT",15,3,14.469512,0,26.08
"959",2017,"PT",20,3,73.223815,0,53.846667
"960",2018,"PT",11,11,12.003442,0,26.046667
"961",2019,"PT",6,0,53.653254,0,25.7
"962",2020,"PT",13,0,19.748227,0,25.34
"963",1981,"RO",6,53,44.366804,0,29.615686
"964",1982,"RO",0,36,66.402767,0,30.9362
"965",1983,"RO",3,66,78.909173,0,70.930127
"966",1984,"RO",7,40,64.105254,0,52.776918
"967",1985,"RO",7,143,62.76184,0,72.187208
"968",1986,"RO",5,51,79.995601,0,104.912805
"969",1987,"RO",31,41,69.893445,0,87.1235228
"970",1988,"RO",19,66,47.986698,0,39.673027
"971",1989,"RO",3,60,47.552642,0,28.917847
"972",1990,"RO",10,31,150.01637,0,99.815251
"973",1991,"RO",8,80,37.147144,4,26.985338
"974",1992,"RO",37,30,101.752756,0,99.939446
"975",1993,"RO",6,103,71.706861,0,81.853283
"976",1994,"RO",30,33,130.185314,4,89.284799
"977",1995,"RO",3,66,30.350904,10,40.985765
"978",1996,"RO",17,55,90.719727,10,53.600823
"979",1997,"RO",3,33,43.006735,48,13.403658
"980",1998,"RO",32,66,67.592568,10,41.982433
"981",1999,"RO",23,30,35.341571,12,31.834161
"982",2000,"RO",44,13,207.019695,21,219.347903
"983",2001,"RO",25,68,68.456675,31,83.088237
"984",2002,"RO",48,51,224.269397,31,67.927188
"985",2003,"RO",44,79,235.784488,42,142.979978
"986",2004,"RO",9,40,74.92657,11,45.999903
"987",2005,"RO",21,52,32.75174,41,41.551402
"988",2006,"RO",31,37,38.299028,97,68.55115
"989",2007,"RO",73,20,297.629755,10,158.857667
"990",2008,"RO",19,9,144.252035,12,126.426943
"991",2009,"RO",12,42,278.885205,46,141.455395
"992",2010,"RO",56,64,41.688009,32,30.382193
"993",2011,"RO",45,36,155.9106,0,169.469611
"994",2012,"RO",141,86,316.761666,0,288.891664
"995",2013,"RO",52,36,167.30366,3,79.332466
"996",2014,"RO",27,27,118.224266,32,80.202852
"997",2015,"RO",97,28,189.419701,0,141.525183
"998",2016,"RO",52,51,110.006743,6,86.377291
"999",2017,"RO",62,56,125.925157,0,126.67191
"1000",2018,"RO",29,40,158.363982,10,123.577585
"1001",2019,"RO",93,16,229.124379,0,202.91022
"1002",2020,"RO",29,0,244.470523,0,118.244731
"1003",1981,"RS",4,26,13.186567,0,22.796606
"1004",1982,"RS",3,19,10.747368,0,20.989857
"1005",1983,"RS",3,34,77.17694,0,30.875394
"1006",1984,"RS",3,14,20.911587,0,38.045987
"1007",1985,"RS",7,73,16.808642,0,53.870621
"1008",1986,"RS",0,15,39.970457,0,74.09153
"1009",1987,"RS",10,25,48.122792,0,80.7077074
"1010",1988,"RS",17,36,58.725734,0,70.535018
"1011",1989,"RS",7,24,34.686478,0,11.257933
"1012",1990,"RS",0,12,73.391745,0,62.290503
"1013",1991,"RS",0,39,35.960022,0,22.783205
"1014",1992,"RS",25,6,120.931422,0,86.569042
"1015",1993,"RS",4,50,60.209405,0,79.198314
"1016",1994,"RS",19,15,30.60987,0,50.517899
"1017",1995,"RS",0,30,15.168919,0,33.842563
"1018",1996,"RS",4,19,20.976316,0,23.138222
"1019",1997,"RS",0,16,13.468992,0,15.218386
"1020",1998,"RS",25,25,53.109503,0,35.454135
"1021",1999,"RS",10,16,6.37037,6,17.722577
"1022",2000,"RS",26,12,129.254921,3,162.366689
"1023",2001,"RS",3,25,19.041667,0,28.57429
"1024",2002,"RS",23,21,57.836338,0,26.716765
"1025",2003,"RS",18,38,103.70432,0,75.314292
"1026",2004,"RS",3,8,20.148253,0,23.018787
"1027",2005,"RS",11,22,7.914286,6,12.361732
"1028",2006,"RS",11,16,11.939729,28,30.12066
"1029",2007,"RS",31,5,90.849199,8,51.286586
"1030",2008,"RS",6,11,46.522339,0,57.838877
"1031",2009,"RS",3,31,69.519309,12,54.060735
"1032",2010,"RS",15,25,12.719745,16,13.134183
"1033",2011,"RS",21,15,88.72733,0,81.04969
"1034",2012,"RS",58,45,145.919199,0,143.504436
"1035",2013,"RS",27,14,73.749464,3,41.935227
"1036",2014,"RS",0,11,19.018341,26,7.440849
"1037",2015,"RS",49,5,76.616215,0,63.112689
"1038",2016,"RS",14,13,13.364407,2,7.786602
"1039",2017,"RS",42,24,80.845743,0,90.456522
"1040",2018,"RS",10,15,40.238211,3,43.242236
"1041",2019,"RS",26,0,90.216499,0,65.972937
"1042",2020,"RS",6,0,85.88421,0,34.185004
"1043",1981,"SE",3,70,38.479282,0,38.389292
"1044",1982,"SE",41,42,67.856414,0,84.889709
"1045",1983,"SE",13,26,84.815886,0,109.885269
"1046",1984,"SE",5,28,48.11598,0,33.490562
"1047",1985,"SE",14,127,53.03826,3,41.502413
"1048",1986,"SE",18,71,73.545773,0,68.132127
"1049",1987,"SE",4,68,46.689277,0,28.1647144
"1050",1988,"SE",39,42,63.712329,0,50.217796
"1051",1989,"SE",22,25,78.806025,0,108.887206
"1052",1990,"SE",13,9,73.737648,0,41.836418
"1053",1991,"SE",14,18,54.03504,0,53.116466
"1054",1992,"SE",23,45,107.709453,0,121.488121
"1055",1993,"SE",0,24,87.913038,0,27.038433
"1056",1994,"SE",41,55,172.200933,0,122.488045
"1057",1995,"SE",25,42,91.057928,0,99.310673
"1058",1996,"SE",18,39,47.457905,0,86.76214
"1059",1997,"SE",60,33,81.018685,0,103.717876
"1060",1998,"SE",0,49,31.132438,0,14.593762
"1061",1999,"SE",23,40,54.355602,0,86.527853
"1062",2000,"SE",3,7,45.193586,0,39.383878
"1063",2001,"SE",14,43,31.765533,0,46.429706
"1064",2002,"SE",70,77,159.105929,0,123.863013
"1065",2003,"SE",41,37,60.690673,0,72.016539
"1066",2004,"SE",21,21,31.581787,0,27.64462
"1067",2005,"SE",23,11,43.316036,0,78.114843
"1068",2006,"SE",48,27,72.900913,0,78.2545
"1069",2007,"SE",23,12,73.551297,0,49.53617
"1070",2008,"SE",37,3,56.892261,0,58.64151
"1071",2009,"SE",30,24,44.900414,0,46.442541
"1072",2010,"SE",26,160,50.861918,0,45.651414
"1073",2011,"SE",30,31,59.92458,0,11.584272
"1074",2012,"SE",5,52,61.431222,0,7.253008
"1075",2013,"SE",14,23,71.277523,0,43.774917
"1076",2014,"SE",60,20,43.916243,0,33.596113
"1077",2015,"SE",20,6,30.573314,0,62.850874
"1078",2016,"SE",24,48,44.559244,0,48.746223
