"","country","crop_name","crop_id","uncertainty_indicator","odds_ratio_days_heatwave","odds_ratio_days_coldwave","odds_ratio_days_drought","odds_ratio_days_flood","odds_ratio_exp_area_heatwaves","odds_ratio_exp_area_coldwaves","odds_ratio_exp_area_droughts","odds_ratio_exp_area_floods","max_likelihood_pseudo_R2","Wald_Test_p_val_days_heatwave","Wald_Test_p_val_days_coldwave","Wald_Test_p_val_days_drought","Wald_Test_p_val_days_flood","Wald_Test_p_val_exp_area_heatwaves","Wald_Test_p_val_exp_area_coldwaves","Wald_Test_p_val_exp_area_droughts","Wald_Test_p_val_exp_area_floods"
"1","AT","Wheat & spelt","C1100","0.543","0.957744419200454","0.960914753732843","0.99759890650393","1.51362326685154","2.2348258657155","4.59471024513894","1.90305931621788","0.726407572695504","0.487899463019449","0.166046598434513","0.0616597274948902","0.868258106186534","0.0886622030378083","0.159614029734149","0.00168481945222317","0.392443507496803","0.456547552340899"
"2","AT","Rye","C1200","0.239","1.03533410657653","0.9928126018776","0.981032445348172","1.06287791449808","1.0234413134477","1.26976902601159","2.22975964693861","0.814765524298423","0.432255054003357","0.159522992895589","0.664018146041224","0.106025534639809","0.752679878876817","0.958893319526541","0.508062160534738","0.187890476694406","0.554357811628984"
"3","AT","Barley","C1300","1","1.03262602301303","0.995126758372809","0.975765748478225","1.09662310445923","1.10906769938996","1.28114246668049","2.96287393497194","0.809740950607796","0.530391501569571","0.144713094550311","0.753855013667701","0.0389504642550704","0.579338516770174","0.790392407146575","0.459581951932188","0.0743716708974628","0.483754061968112"
"4","AT","Oats","C1400","0.239","0.975735115646055","0.999418167964981","0.987015991848518","0.928131283705722","1.97671439218384","0.888090011977083","2.12505957764681","1.05569818373768","0.233705500157911","0.266574322187779","0.974288993663603","0.372529267709371","0.699676213201969","0.0974254176842991","0.761924321971432","0.322213674247921","0.873223357523824"
"5","AT","Maize","C1500","0.239","0.996969355118448","1.00033620609641","0.996345392891231","0.972009365272038","1.16172849962492","0.91608596730594","1.16066568093007","0.99622718113855","0.0563479411375618","0.858113805490963","0.98198096058262","0.769266612687278","0.861776308029089","0.636565956591242","0.786671775972458","0.816706012484759","0.989286299870513"
"6","AT","Sorghum","C1700","0.239","1.02281459214041","0.997471611860258","0.973431833759631","1.00198039750031","1.10971123669662","0.998630053859821","4.34845567707812","0.834144847114628","0.35293965108409","0.391768228858064","0.910345801325065","0.132969423879221","0.994575595810328","0.840398294716118","0.997814821521916","0.120655735922178","0.709407770597733"
"7","AT","Roots & tubers","R0000","0.109","0.993194544976779","0.99095213733891","0.991815656381805","1.10617386404914","1.53670912495719","1.48078847179251","1.33994112698243","0.807760726610584","0.274669094774832","0.716196598766173","0.459375338675452","0.326554377358368","0.486980708617376","0.224255867737386","0.145248740837959","0.495793660708056","0.413194749673339"
"8","AT","Potatoes","R1000","1","0.972553126415629","1.02689977267555","0.981617440453696","1.19895647852994","1.83269688597978","0.640343436179165","2.08047072831324","0.560050083158333","0.146571242640172","0.463669225372287","0.292703700317034","0.280545905696833","0.544894065543347","0.397098578649004","0.415736095857627","0.407642066338707","0.281569704595445"
"9","AT","Sugar beet","R2000","1","1.05700052372496","0.984577677673202","1.03920139790792","0.536163443533601","0.391392837927361","1.07728167699826","0.139737963193328","2.36523523462408","0.348126203466022","0.110831344336455","0.485293658762789","0.0153558935935453","0.0221000714427181","0.144012500415732","0.876627592263966","0.0158823247578508","0.0736544560481339"
"10","AT","Sunflower seed","I1120","0.948835839410868","1.03816616550787","0.998241419424138","1.02121206981528","0.600763102475037","0.49179402811541","0.74873737959939","0.505886903025892","2.4817300723022","0.367077429621146","0.242514425082952","0.931131353226329","0.129822562974707","0.0434564056668178","0.244684295115557","0.516420616257503","0.334207152402431","0.0443430076342937"
"11","AT","Soy beans","I1130","0.63","1.05464360687367","0.997830709016622","1.00854340977886","1.09864700016794","0.465963313102413","0.956060999377137","0.827761283650283","1.01528529982631","0.159456251665367","0.169464484254652","0.940167314707641","0.700899777296392","0.756724507857321","0.271645440110193","0.942411076758852","0.869079464090089","0.977804375429632"
"12","AT","Hemp","I2200","0.109","0.986056647050821","0.992417177364562","0.990880396341593","1.03892042858548","1.38299173089807","1.14943942281678","1.41122800150627","0.818518890208313","0.0735180516898478","0.560523360342496","0.632609268689176","0.401596049774165","0.839579742414198","0.472349851064549","0.68699209029208","0.540101004248737","0.553803117643516"
"13","AT","Tobacco","I3000","0.348","0.9673110061954","0.992016853352904","1.01742747819753","0.959598194471609","2.13552223861372","1.14086903119572","0.3588313243272","0.940936175104993","0.156750029642522","0.122064507978023","0.702994763989751","0.341074389181401","0.889213724965457","0.0840940180644306","0.776021418748642","0.269143305966823","0.896699738413933"
"14","AT","Hops","I4000","0.109","0.990192411773548","1.01992792762665","0.982368932690702","1.17541906048682","1.54530306801192","0.831661266220867","1.85820337601665","0.73569688412066","0.292146410149527","0.598215470989499","0.253207715964272","0.317618873257203","0.203922391449332","0.181090255101593","0.60446411586344","0.437113295012834","0.206828250711243"
"15","AT","Green plants fodder","G0000","0.239","1.02267982644734","0.987140796997296","0.966458083545711","1.07465326348958","1.24507365105336","1.24673859027169","5.0230116438364","0.847253163131973","0.496867421528945","0.315967072773325","0.469059910058122","0.0241950900942427","0.67313101434381","0.578325468902315","0.562062220983479","0.0355753208506084","0.592901834064788"
"16","AT","Temporary grassland","G1000","0.239","1.02459392557174","1.00211058675209","0.957143044461405","1.08379487562791","1.42299150625526","1.00167644633942","6.74372815372584","0.786705317012625","0.587517299030358","0.211543403009326","0.905029447554691","0.00776892132430201","0.667452350166471","0.328456397259863","0.99650180366849","0.0194066318558244","0.458224529166618"
"17","AT","Leguminous plants green","G2000","0.239","1","1","1","1","1","1","1","1","NaN","1","1","1","1","1","1","1","1"
"18","AT","Green maize","G3000","1","1.01718615368601","0.966564488886459","0.998387441008083","1.14997156075461","0.861405913229867","1.84823928008164","1.59835316410638","0.69617701481884","0.181279584223918","0.660297178187832","0.284853323684678","0.950673531080817","0.638070111099029","0.827671111142073","0.362803383214091","0.723406350655622","0.503094136743839"
"19","BE","Wheat & spelt","C1100","0.544807632731805","0.981102031417423","1.00141864554907","1.00617713407105","0.992356694641592","1.22060218069301","1.17606728733353","0.640995889837877","0.928369629364596","0.0604931329680001","0.937724789574227","0.972096943685924","0.389552300272821","0.964204345822727","0.949060703003138","0.846026592689323","0.302439448653472","0.889603176268071"
"20","BE","Rye","C1200","0.194590591924134","1.04717727737906","0.98191220484674","1.00951785583168","0.900343816529145","0.388075896476553","1.35619414806005","0.706105394641388","1.03039721039916","0.205551587335408","0.797351500005108","0.520148987337734","0.0711879474600359","0.420434176104979","0.694973973242761","0.607309448895696","0.270611768853113","0.942255062969427"
"21","BE","Barley","C1300","1.00148582591231","0.867481432126653","0.981727788620804","1.01447042058159","1.05554290940786","4.1727246810656","1.41195202451191","0.528970265092447","0.761079847591019","0.387324189952705","0.338911584999076","0.461183215373028","0.00215452654781127","0.595226381949307","0.443816260203433","0.500511650586181","0.0183945442023433","0.390180569410911"
"22","BE","Oats","C1400","0.222828777474227","0.891890149511099","0.997543807426821","1.00868298207085","0.997265720354394","5.78390991378707","1.08895224858877","0.685566684873094","0.873418952752801","0.535575471568589","0.152869279196078","0.833421264697758","0.00131283753860145","0.958323889524522","0.136168522456633","0.732801652733006","0.0122685843515423","0.461959803032162"
"23","BE","Maize","C1500","0.21700089651943","0.986032966145211","0.995730918722131","0.995923636948281","1.02033086639066","1.24762219169991","1.04807214471287","1.4566407234416","0.89326821247049","0.170495443030129","0.876073536290065","0.767668771423284","0.339503275396017","0.72654106322569","0.876555378048228","0.880474437251784","0.0956930002014882","0.606783270254448"
"24","BE","Roots & tubers","R0000","0.0871620958766615","0.987059597722892","0.979781848833295","1.00054458418123","1.01803524498673","1.1779045421307","1.64717116925","0.903762981548786","0.858898941969031","0.106941918731846","0.902454509230494","0.238633753684515","0.858947232081381","0.815009433243269","0.907284991104465","0.168725991983687","0.58925233396861","0.533846739303118"
"25","BE","Potatoes","R1000","0.99925411991137","0.625645483033584","0.948230163588341","0.996364613108427","1.06481395756037","820.678689008259","3.99347101451223","1.08638822193247","0.520323675585952","0.261341243042755","0.0362676423092234","0.116902344168487","0.564174700978302","0.680768555844697","0.0331859260572385","0.0558703748219193","0.828558040213307","0.205915780133843"
