;country;crop_name;crop_id;uncertainty_indicator;odds_ratio_days_heatwave;odds_ratio_days_coldwave;odds_ratio_days_drought;odds_ratio_days_flood;odds_ratio_days_firerisk;odds_ratio_exp_area_heatwaves;odds_ratio_exp_area_coldwaves;odds_ratio_exp_area_droughts;odds_ratio_exp_area_floods;odds_ratio_exp_area_fireweatherrisk;max_likelihood_pseudo_R2;Wald_Test_p_val_days_heatwave;Wald_Test_p_val_days_coldwave;Wald_Test_p_val_days_drought;Wald_Test_p_val_days_flood;Wald_Test_p_val_days_firerisk;Wald_Test_p_val_exp_area_heatwaves;Wald_Test_p_val_exp_area_coldwaves;Wald_Test_p_val_exp_area_droughts;Wald_Test_p_val_exp_area_floods;Wald_Test_p_val_exp_area_fireweatherrisk
11;AT;Potatoes;R1000;1;1.01156220010437;0.995126853124436;0.993991822716361;1.03964913983123;1.0116536665665;0.995622702123913;0.998388816918272;0.998488222460217;0.995453097813479;1.0041089455754;0.373328007665008;0.181109497287559;0.262453432195904;0.14583137643763;0.671438691192674;0.228484804305313;0.419051545800226;0.663662356264509;0.543580656880463;0.413247444306252;0.636971866755769
12;AT;Sugar beet;R2000;1;NA;1.00006480300652;0.99613389865761;0.843770678078929;1.01527868021304;NA;0.997361824582061;0.998688637153433;1.0080020962427;1.00299399929032;0.407407406847381;1;NA;0.994959316094695;0.64953697794787;0.695762896487068;1;0.225350227673073;NA;0.617944701197598;0.717816779687161
13;AT;Rape seed;I1110;1;1.00827949499075;1.00392815039732;0.997606995652075;0.97668624949304;1.00368860606116;NA;NA;NA;NA;NA;0.179823953602158;0.046694115474018;0.305320235747571;0.533034450258509;0.550104234779258;0.541660733381402;1;1;1;1;1
14;AT;Sunflower seed;I1120;0.948835839410868;0.998024986093686;1.001846833761;1.00293743265038;0.908959996052119;0.99188833538088;1.00549037239728;0.997052333792062;1.00218839861436;1.00519976924355;1.00552139198379;0.277554060030865;0.811608959097594;0.68102090474946;0.49671042404512;0.27669281785168;0.416417762629739;0.276757321159022;0.408175024669034;0.361509200247844;0.312516988940213;0.505858557060457
15;AT;Soy beans;I1130;0.63;1.01993958309177;0.999714855415431;0.995153042908601;0.941894343256356;0.997582982525373;0.986417623618323;1.00008137276386;1.00464195823153;1.00351003817175;1.00703496105841;0.141991895766913;0.262384225614557;0.964365698804725;0.352780712294637;0.759941439365023;0.841001897757362;0.301496647338894;0.990491410122257;0.336597349575057;0.786659371505352;0.668971793026278
16;AT;Fibre flax;I2100;0;1.00075817811201;0.99927134570817;1.00153911624256;1.05334932944162;1.00476329034191;NA;NA;NA;NA;NA;0.208892744534685;0.782051798806447;0.777833908584339;0.55634803976051;0.0588998183676084;0.250366651146815;1;1;1;1;1
17;AT;Hemp;I2200;0.109;1.01571986744757;0.998862205669118;1.00401636510582;1.02861474008146;1.00168057578194;0.994635092340203;0.998204384178728;1.0024115655531;0.99955910920952;0.994671410362776;0.287036669772899;0.0799901305171919;0.79100571801252;0.325288451504222;0.763542538391176;0.859156146162939;0.346046548910056;0.631916078407026;0.343417308998688;0.938199387910716;0.545356493563457
18;AT;Tobacco;I3000;0.348;1.00270282431493;1.00116902949616;0.999735261333389;0.911303220199115;0.999936074403398;0.996892774859869;1.00553886524449;1.00115209790862;1.01017354947717;0.997794750977754;0.250006504365823;0.650652454881874;0.713760432170312;0.929204073669093;0.193465838361139;0.991517292115578;0.396236048001904;0.206799926994329;0.666023092669207;0.0600118964143567;0.853756189262426
19;AT;Hops;I4000;0.109;1.00337820385538;0.993301254652308;0.997825079406199;1.32543908165628;0.996024437187582;1.00481126703059;0.99862513440528;1.00743476128301;0.987232278827309;0.996393855861425;0.409502747856168;0.957484092735571;0.130773402547814;0.712370531523356;0.0150915491337448;0.593965641909904;0.930804051903457;0.78896324242912;0.438059317342144;0.0957676074575161;0.927341627449522
20;AT;Aromatic & medicinal plants;I5000;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
21;AT;Green plants fodder;G0000;0.239;1.03237421368696;0.997590752712541;0.998383612114327;1.11933035378173;0.999562679010468;0.980294007269644;0.999222076984514;1.00236783193442;0.992263868793212;0.998019096645029;0.27721750318245;0.0408408545854415;0.585954917586351;0.636752061506128;0.442418801782557;0.95325855008775;0.0990225936762166;0.877483558622859;0.521571868036181;0.433227710199806;0.863428636710028
22;AT;Temporary grassland;G1000;0.239;1.03872488376525;0.992048256589344;1.00312228894246;1.48237227921595;0.998853737039638;0.974738461619035;1.01167794566508;1.00702580609259;0.97135270874901;0.994467937952277;0.326889386712589;0.0160337038240536;0.212861251897642;0.529874638268233;0.0794159665087247;0.910964136495328;0.0252292987773955;0.134085194471084;0.187029543117393;0.0739562453754449;0.782290431295858
23;AT;Leguminous plants green;G2000;0.239;NA;2.72358437008395;0.997458739653203;2.88752601860373e-22;0.999999925379136;NA;0.643765998063914;1.00218385957626;19.5823578967591;1.00037323460052;0.505949059484017;1;NA;0.0296300923547274;0.652552991842478;0.0296345270996626;1;0.999992205864145;NA;0.0320572879352695;0.572306553323138
24;AT;Green maize;G3000;1;1.03812031514493;1.00026979670181;0.998649603721025;0.871191213071804;1.01956124950825;0.974281331099344;1.00228527981161;0.998763857307155;1.0108594702579;0.990746886953312;0.369124131564987;0.0861312287658988;0.96409727783283;0.771065993419852;0.490529632535773;0.0584077173352756;0.127821575156869;0.743455642841238;0.810079257122678;0.426721509000912;0.555082025440036
25;AT;Vegetables (excl. tomatoes);V0000_S0000;0;0.995534145143998;0.999359695818154;1.00485009564085;0.97541385424177;1.00360827010673;NA;NA;NA;NA;NA;0.170617327198992;0.27297309721892;0.866725422346817;0.21455078687319;0.530691570581909;0.552645628003666;1;1;1;1;1
26;AT;Tomatoes;V3120;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
27;AT;Fruits;F0000 (excl. nuts);0;0.999073598128986;0.99791822468812;1.00589547023821;0.949287161715967;0.993475206405634;NA;NA;NA;NA;NA;0.120081899482766;0.824086687658664;0.59673026995494;0.144969936277755;0.207235762295797;0.297388127401961;1;1;1;1;1
28;AT;Nuts;F0810;0;1.00196004332058;0.997113982116304;1.0062163846973;0.990590577515785;0.9894580060766;NA;NA;NA;NA;NA;0.14549602874365;0.587739596193999;0.397637593843583;0.0777611218453574;0.788726477120012;0.055689009121563;1;1;1;1;1
29;AT;Industrial roundwood, coniferous;c_126;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
30;AT;Industrial roundwood, non-coniferous;c_127;0.857142857142857;0.998287142245013;0.997902276483307;0.999810830648976;0.967940926144148;1.00452520423496;NA;NA;NA;NA;NA;0.0580230832125321;0.680554703420306;0.593117910858489;0.961902333242959;0.42542066848746;0.469469153743452;1;1;1;1;1
31;AT;Fuel wood;c_128;0.857142857142857;1.00898431325105;0.997208293874276;1.00423607243258;0.992702564076825;0.989089967252365;NA;NA;NA;NA;NA;0.234160156285089;0.0218720325021485;0.431312041186466;0.241353717601741;0.841808558798099;0.0568844818313486;1;1;1;1;1
32;AT;Rice;C2001;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
33;AT;Sugar beet;R2001;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
34;AT;Leguminous plants green;G2001;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
35;AT;Rice;C2002;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
36;AT;Sugar beet;R2002;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
37;AT;Leguminous plants green;G2002;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
38;AT;Rice;C2003;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
39;AT;Sugar beet;R2003;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
40;AT;Leguminous plants green;G2003;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
41;AT;Rice;C2004;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
42;AT;Sugar beet;R2004;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
43;AT;Leguminous plants green;G2004;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
44;AT;Rice;C2005;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
45;AT;Sugar beet;R2005;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
46;AT;Leguminous plants green;G2005;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
47;AT;Rice;C2006;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
48;AT;Sugar beet;R2006;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
49;AT;Leguminous plants green;G2006;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
50;AT;Rice;C2007;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
51;AT;Sugar beet;R2007;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
52;AT;Leguminous plants green;G2007;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
53;AT;Rice;C2008;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
54;AT;Sugar beet;R2008;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
55;AT;Leguminous plants green;G2008;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
56;AT;Rice;C2009;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
57;AT;Sugar beet;R2009;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
58;AT;Leguminous plants green;G2009;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
59;AT;Rice;C2010;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
60;AT;Sugar beet;R2010;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
61;AT;Leguminous plants green;G2010;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
62;AT;Rice;C2011;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
63;AT;Sugar beet;R2011;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
64;AT;Leguminous plants green;G2011;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
65;AT;Rice;C2012;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
66;AT;Sugar beet;R2012;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
67;AT;Leguminous plants green;G2012;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
68;AT;Rice;C2013;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
69;AT;Sugar beet;R2013;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
70;AT;Leguminous plants green;G2013;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
71;AT;Rice;C2014;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
72;AT;Sugar beet;R2014;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
73;AT;Leguminous plants green;G2014;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
74;AT;Rice;C2015;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
75;AT;Sugar beet;R2015;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
76;AT;Leguminous plants green;G2015;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
77;AT;Rice;C2016;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
78;AT;Sugar beet;R2016;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
79;AT;Leguminous plants green;G2016;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
80;AT;Rice;C2017;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
81;AT;Sugar beet;R2017;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
82;AT;Leguminous plants green;G2017;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
83;AT;Rice;C2018;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
84;AT;Sugar beet;R2018;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
85;AT;Leguminous plants green;G2018;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
86;AT;Rice;C2019;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
87;AT;Sugar beet;R2019;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
88;AT;Leguminous plants green;G2019;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
89;AT;Rice;C2020;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
90;AT;Sugar beet;R2020;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
91;AT;Leguminous plants green;G2020;0.239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
92;BE;Wheat & spelt;C1100;0.544807632731805;0.981793623424951;0.996092313598739;0.998461813620226;0.973600285561085;1.00608659925351;NA;0.997799514390462;1.0016533380001;0.99957344896474;0.991748800497998;0.187017931802805;0.477459913078426;0.443568262777187;0.271433313640427;0.774693632261031;0.150506215212036;1;NA;0.606681233174872;0.706312977156222;0.960679920926115
93;BE;Rye;C1200;0.194590591924134;0.984086762293491;0.996700042785405;0.998925644972601;1.07831198174969;0.998481184099007;NA;0.999512805637178;0.999311432968663;0.99731979726182;1.00193711505893;0.110677883929714;0.552744591746099;0.536382020935683;0.488352320764678;0.52549184450672;0.808350139665863;1;NA;0.915198970460418;0.885680527022643;0.812311030373232
94;BE;Barley;C1300;1.00148582591231;0.983089850325331;0.996277885336574;0.999152751913703;0.838949485705698;0.999163195643299;NA;0.999704320232882;1.00227943631925;1.01524361872933;0.999706259896681;0.16387628131235;0.515256200619965;0.470827970585473;0.543160524810408;0.0488479321155234;0.828374394999288;1;NA;0.945290479704682;0.607324925438204;0.0611971168968316
95;BE;Oats;C1400;0.222828777474227;0.98259170305493;0.994670515412744;1.00020319596352;0.989866173520436;0.997884929204865;NA;NA;NA;NA;NA;0.076580390011619;0.496623435165058;0.237767072969485;0.830171336395812;0.781118251662774;0.27035414935991;1;1;1;1;1
96;BE;Maize;C1500;0.21700089651943;0.993190645819452;1.00043271682369;1.00117639732519;1.00026490401252;1.00770754462931;NA;0.998803329391243;0.995523346851486;1.00111055730125;0.990888583893316;0.322753781558212;0.740835272486772;0.913487017065607;0.276884202699691;0.995635300740713;0.0378839679888804;1;NA;0.650422181350351;0.108814787806736;0.749381032496048
97;BE;Sorghum;C1700;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
98;BE;Rice;C2000;0;NA;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
99;BE;Cereals nec;C1900;0.0702933552166938;0.991464800127476;0.99614543403811;1.00021209758173;1.09088277976542;1.00157262665014;NA;NA;NA;NA;NA;0.234275992067966;0.70487384961047;0.329642980789643;0.798800349316293;0.0101158811124876;0.350339989863715;1;1;1;1;1
100;BE;Dry pulses;P0000;0.517111295719055;1.04058725581534;0.995128237416302;0.999982077025314;0.997091378752726;0.998269678913595;NA;NA;NA;NA;NA;0.128138656273461;0.118367526508797;0.266266256873059;0.984459339936485;0.934788385802967;0.352231624177822;1;1;1;1;1
101;BE;Roots & tubers;R0000;0.0871620958766615;0.986870554887986;0.99726226137625;0.999650545419653;0.958131544541752;0.99749881635309;NA;0.998177622444089;0.999943354665645;1.00185352888071;1.01362721957538;0.312979211641849;0.57772278134223;0.559346408744949;0.790432184141307;0.671899651753712;0.5984644264701;1;NA;0.645239416599481;0.988912944343123;0.845536829228551
102;BE;Potatoes;R1000;0.99925411991137;0.986996251261906;0.997461266673175;1.00117396435941;1.02450706610401;1.00434827896546;NA;0.998614726557405;0.994924891033378;0.995222556223462;1.00211298139748;0.417016134365752;0.549716913915073;0.556198279959718;0.368207248911073;0.775769346785918;0.480089189379183;1;NA;0.690910526384411;0.184139941556649;0.536440132518799
103;BE;Sugar beet;R2000;1.00038259997052;NA;0.995702480226508;0.994788554516909;0.912794003048294;1.01586892302503;NA;0.997385692648702;NA;NA;0.999957662058861;0.314511225213407;1;NA;0.454219184349852;0.472047526819991;0.731986630075848;1;0.24211504012482;1;1;NA
104;BE;Rape seed;I1110;1.01317814320285;1.03973411397647;0.995258713222029;0.999903741189297;0.969174286226697;0.998880247958032;NA;NA;NA;NA;NA;0.134551324818185;0.124528225120628;0.277340938638014;0.916378951980444;0.380076373026038;0.54431491810048;1;1;1;1;1
105;BE;Sunflower seed;I1120;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
106;BE;Soy beans;I1130;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
107;BE;Fibre flax;I2100;0.21755437274217;0.986293245197899;0.997350891431083;1.00076669609432;1.08677517964962;1.00741806171293;NA;0.998114984781265;1.0054019550238;0.99207908179437;0.982611520302301;0.374031728166143;0.542702673729005;0.554076193993086;0.545803290632316;0.397369811851916;0.12630780936789;1;NA;0.618580494041867;0.175052886643976;0.391530519224239
108;BE;Hemp;I2200;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
109;BE;Tobacco;I3000;0.673743243243243;0.984443293367518;0.996984886042399;0.999342278981528;0.990982065518273;0.997823691056704;NA;0.998038224359666;0.999041165770314;0.99833289150572;1.00648019070168;0.143195468819763;0.522580018932543;0.524949774127323;0.612580480940487;0.880516346255487;0.644658142800093;1;NA;0.544633490165906;0.77418115726598;0.710025243582147
110;BE;Hops;I4000;0.043;0.986075495486048;1.00728238363014;0.998985706212575;1.14913673348488;1.00318774025813;NA;0.994436344805655;1.00026291437662;0.992442569942068;0.992900730419067;0.288012330189924;0.562066203658436;0.12341883263063;0.403490355384298;0.0114442381899083;0.356859294241784;1;NA;0.0590085878881598;0.930944671099195;0.0346772331809654
111;BE;Aromatic & medicinal plants;I5000;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
112;BE;Green plants fodder;G0000;0;0.989540518025263;1.00457339401919;1.00026582189595;1.000494192624;0.998870622873571;NA;NA;NA;NA;NA;0.0559728651020219;0.662358209613629;0.279637263266131;0.763947098032047;0.988479886800191;0.526292909966407;1;1;1;1;1
113;BE;Temporary grassland;G1000;0;0.986331025401121;1.00279895137977;0.999876160485752;1.02442520641573;0.998594706622924;NA;NA;NA;NA;NA;0.0558088850952464;0.597772053541014;0.538338356469491;0.897103449023952;0.516103145799522;0.4667879516077;1;1;1;1;1
114;BE;Leguminous plants green;G2000;0;NA;1.00065337433591;0.994894540823371;0.825220011142998;1.00334413091885;NA;NA;NA;NA;NA;0.0669023448492593;1;NA;0.908686123726254;0.513804439769332;0.498744837626471;1;1;1;1;1
115;BE;Green maize;G3000;0.956801787776799;1.04163986304117;0.99662925881973;0.999774060417942;1.01655588384013;0.997282138058656;NA;1.00192462554572;0.998008697023703;0.995448752456509;1.00969543468018;0.201980141651452;0.117535914732151;0.502050294062981;0.880401194561236;0.837874630926435;0.703931187026503;1;NA;0.614551804818805;0.627811834239868;0.505530863195596
116;BE;Vegetables (excl. tomatoes);V0000_S0000;0;0.989333452723998;0.999226439037453;1.00022940368753;1.09382395720563;0.999391408304998;NA;NA;NA;NA;NA;0.202485694762452;0.654469296828742;0.852564974360026;0.794467932949614;0.0120252551736633;0.730976454753691;1;1;1;1;1
117;BE;Tomatoes;V3120;0;0.997846083103452;0.999387589369002;0.999908761793735;0.995567604704725;0.999743149817369;NA;NA;NA;NA;NA;0.0141664804242162;0.822181605229205;0.71382411359126;0.796014482951805;0.74501167617039;0.717437163438727;1;1;1;1;1
118;BE;Fruits;F0000 (excl. nuts);0;0.980129880276085;0.994425387033431;0.999807504131076;0.951656991660239;0.997805481874621;NA;NA;NA;NA;NA;0.132013562427392;0.423549337314096;0.203468004236348;0.833964347851699;0.16899312727971;0.238747402577159;1;1;1;1;1
119;BE;Nuts;F0810;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
120;BE;Industrial roundwood, coniferous;c_126;0;1;1;1;1;1;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
121;BE;Industrial roundwood, non-coniferous;c_127;0;1.0469835624079;0.998398709675113;1.00105082856532;1.03664469857054;0.998560307823041;NA;NA;NA;NA;NA;0.192079068142999;0.0544852332255545;0.69199560895855;0.223969395919064;0.280319728870369;0.403883181863913;1;1;1;1;1
122;BE;Fuel wood;c_128;0;0.989268662578477;0.996142769016073;1.00003877687234;1.0370763381234;0.998345075750521;NA;NA;NA;NA;NA;0.100709055910887;0.629003372094326;0.322633974663077;0.962285555490745;0.255737602817397;0.31858971349841;1;1;1;1;1
123;BE;Rice;C2001;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NaN;1;1;1;1;1;1;1;1;1;1
